businessZones,city,companyFullName,companyShortName,companySize,createTime,district,education,industryField,industryLables,jobNature,positionId,workYear,salary,description
,广州,广州太平洋电脑信息咨询有限公司,太平洋网络有限公司,500-2000人,2018-11-06 16:51:40,天河区,本科,"电子商务,生活服务","['广告营销', '移动互联网', 'Spark', 'Hadoop', 'Hive']",全职,5171084,5-10年,25k-30k,"职位描述：

工作职责：
1、负责太平洋汽车网等垂直网站的PC端、移动端数据监控、用户行为分析及SEO工作，构建完善合理的数据分析体系；
2、负责数据埋点方案设计，日志数据采集梳理，对上线后的异常流量数据进行监控和预警体系建设；
3、负责公司内部各类数据系统/产品的方案制定，产品规划、推动开发落地和改版更新；
4、负责用户增长工作，通过数据驱动用户和转化增长，以达成公司的KPI考核；
5、深入理解业务，针对业务现状进行专题数据分析，给出产品运营解决方案，推动优化上线迭代，以数据驱动业务增长；


职位要求：
1、本科及以上学历，统计学、应用数学、计算机等相关专业优先；
2、4年及以上互联网领域数据分析工作经验；
3、熟练使用HIVE/SQL，有Hadoop、Spark等平台的海量数据处理经验；
4、熟练掌握数据分析工具，如Python、R、Excel，具备优秀的分析技巧，掌握常用数据建模方法；
5、有自然语言处理、用户画像系统相关项目经验优先；
6、有主流搜索引擎资源，及大型网站seo架构实施经验者优先；
7、同时精通主流搜索引擎的优化优先；
8、具备团队管理能力；
9、具备优秀的跨部门沟通能力，以及良好的项目管理能力，能推动数据项目落地实施。"
,广州,广州辉滕服饰有限公司,辉滕,少于15人,2018-11-12 13:34:49,番禺区,大专,电子商务,"['电商', '大数据', '算法', '搜索', '数据挖掘', 'PKI']",全职,5240665,1-3年,5k-10k,"职位描述：

岗位职责

1、建立和完善大规模可扩展推荐系统的基础算法、特征、框架、策略和评估体系；

2、辅助管理Hadoop集群运行，稳定提供平台服务，搭建数据开发、部署的流程，保证日常数据稳定、安全、准确；

3、优化系统架构可扩展性，保障算法策略模块快速迭代；

4.监控货品进销存情况进行销售及货品供应预测分析

5.进行市场调研，分析市场产品销售信息和市场大盘信息

6.通过了解业务，分析数据，为商品企划，运营决策，供应链等提供数据支持；



岗位要求

1、熟练掌握python、scala、java等其中的一种或几种编程语言，参与过实际工程项目，理解基本的编程模式；

2、熟悉MySql/MongoDB/Redis/Kafka/Elasticsearch等主流数据存储和处理技术；

3、熟悉HDFS/HBase/Hive/MapReduce/Storm/Spark等相关技术,有 MapReduce 程序的实战开发经验；

4、了解云平台搭建与管理；

5、熟悉Hadoop运行监控及调优技术；

6、具有独立分析问题和解决问题的能力；

7、勇于创新，能承受压力，富有团队精神，责任感和沟通能力；

8、熟悉推荐系统，自然语言处理优先；"
,广州,广州市原象信息科技有限公司,广州原象,150-500人,2018-11-12 10:17:21,海珠区,本科,电子商务,[],全职,4608243,1-3年,8k-10k,"职位描述：

工作职责：
1. 获取需求：与客户和店铺运营方沟通，了解业务需求； 2. 店铺运营：根据天猫以及B2C后台提供的数据，监测并分析店铺各数据指标，及时发现问题并提出改进建议。诸如流量分析、转化率、流失率分析、访问路径等等； 3. 页面分析：对页面设计进行评估，为设计提供改进建议，提升用户体验； 4. 推广分析：对直通车和钻展等推广方式进行分析，获取更大的投入产出； 5. 营销分析：对营销活动进行评估，适时调整营销策略； 6. 销售分析：分析产品销售数据，提升全店销售额； 7. 用户分析：分析访客属性及行为特征，为不同类型的用户提供相应的运营建议，增强用户黏性； 8. 定期输出：定期输出日报、周报、月报、季度报告、年度报告等。   
任职资格：
1. 本科及以上学历，计算机、数学、统计或信息技术等专业； 2. 有一年以上电商相关工作经验； 3. 熟练使用EXCEL、SPSS、SAS等一款或多款统计分析软件，对VBA和SQL有一定的了解； 4. 具备突出的逻辑思维能力、学习能力以及商业思维，且能承受较大的工作压力； 5. 对店铺运营有较全面了解，熟悉店铺运营优化、熟悉以用户为中心的设计，了解用户行为分析的方法；"
"['珠江新城', '猎德', '石牌']",广州,广州趣丸网络科技有限公司,趣丸,150-500人,2018-11-12 10:21:38,天河区,本科,游戏,"['大数据', 'BI', 'SQL']",全职,5016213,3-5年,10k-20k,"职位描述：

岗位要求：1.理解游戏平台与业务，围绕公司方向，搭建数据指标体系；2.通过用户洞察和行为分析，帮助业务线发现、分析问题，提出有针对性、可实施、可跟踪效果的解决方案； 3.为业务运营决策提供数据支持; 任职要求：1.大学本科及以上学历，数学、统计学、计算机等相关专业，3年以上相关工作经验；有全局分析经验、或社交产品、CRM相关岗位经历者优先；
2.良好的数据采集、处理、分析能力，熟悉EXCEL、hive-sql、sas等技能和工具； 3.对数据有极强的敏感性，能够从数据中提炼分析结果，挖掘存在的问题，为业务做引导； 4.表达清晰严谨，优秀的逻辑思维能力，具备专研精神，学习能力强，能较快接受新事物；并与团队高效合作。"
"['新港', '广州大道南', '赤岗']",广州,北京路客互联网科技有限公司,路客,150-500人,2018-11-12 09:28:33,海珠区,大专,移动互联网,"['金融', '可视化']",全职,4469796,不限,4k-8k,"职位描述：

岗位职责：
1、对客户运营数据进行监测、追踪并及时发现异常并开展分析；
2、协助搭建内部数据监控、完成对各项数据的定义、建模；
3、支撑业务和运营部门的各类需求，包括：临时数据提取、常规通报、专题分析等。
任职要求：
1）本科及以上学历，会计、统计、数学、计算机、理工类等相关专业；
2）2年以上数据分析工作经验，零售、互联网、通信、金融行业背景优先；
3）有较强的团队沟通协调能力，能独立完成专题分析项目；
4）熟练使用excel公式和数据透视表，掌握至少一种统计分析工具；
5）较好的PPT制作及报告能力。"
,广州,上海百事通信息技术股份有限公司,百事通,500-2000人,2018-11-08 14:29:53,越秀区,本科,移动互联网,"['移动互联网', 'SPSS', 'SQL', '数据库']",全职,5305435,1-3年,7k-14k,"职位描述：

岗位职责
""1、 能熟练使用各软件，对各种数据进行收集和处理，整理成有用的信息供公司领导决策。
2、负责各类数据的整理、汇总和分析处理工作，并编制成报表。及时向上级领导及有关部门上报相关报表。
3、研究数据分析的方法，做到报表制作简单、方便、实用，以保证各类数据分析分析报表的规范和优化。
4、建立部门每日、周、月、季、年度数据分析报表，根据上级需求制作各种专题报告。
5、建立完善的数据库及知识库，为后期数据统计、知识 解答工作提供支持。
6、做好各类数据的保密工作， 严禁向未授权部门及个人提供各类信息数据。
7、协助公司各部门进行分析报告相关信息的收集。
8、根进上级领导交办的其它工作任务。""
岗位要求""1、本科以上学历，数学、统计学、数据分析相关专业；2、2年以上数据处理、报表管理、分析报告相关工作经验。熟练应用excel/ppt等办公软件，了解数据库知识，熟练使用SQL数据库，掌握R语言 、SPSS、eviews、VBA和数据分析工具者优先；3、对数字有较强的敏锐性，有独立的思维能力和判断力；4、执行力强，有较强的工作责任心和严谨细致的个人品质，良好的团队协作素质，能胜任高负荷的工作环境;、5、有法学背景、法律行业或政府合作项目相关工作经验优先。"""
,广州,广州小迈网络科技有限公司,车主无忧,150-500人,2018-11-12 10:28:25,天河区,本科,移动互联网,"['大数据', 'Hive', '数据挖掘']",全职,4364941,3-5年,15k-25k,"职位描述：

职位描述：1.能利用数据分析手段，对多种数据源的进行深度诊断性组合分析、挖掘、深度分析，并通过分析潜在业务机会给出建议；2.应用机器学习、文本挖掘等技术，对海量数据进行挖掘，发现其潜在关系，为公司运营决策、产品方向、销售策略提供数据支持及建议；3.配合业务部门的项目给予数据支持，或负责及参与跨部门等大型项目的推进获得结果；4.通过大数据挖掘用户群体行为和属性特征，帮助业务更好的理解客户；任职条件：1.具备大数据的处理能力，掌握hive、SQL等相关数据提取工具，熟练操作excel、SAS/SPSS、PPT等工具；2.良好的数据敏感度,能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验；3.具备良好的抗压能力、沟通能力、逻辑思维能力，有独立开展分析研究项目经验；4.数学、统计、计算机等相关专业优先；5.拥有一定的团队管理及项目管理经验。"
,广州,广东灵机文化传播有限公司,灵机文化,150-500人,2018-11-12 13:17:25,天河区,本科,"移动互联网,电子商务",[],实习,5096379,应届毕业生,3k-5k,"职位描述：

欢迎关注灵机文化HR微信公众号：MMCLICK, 全面了解公司团队情况！公司官网：www.linghit.com

职位诱惑：
五险一金 包餐 弹性工作

1、统计学，计算机，数学等相关专业； 
2、熟练使用SQL、EXCEL、至少一种脚本语言，熟悉常用数据统计和分析方法 ； 
3、良好的沟通能力、团队合作精神和主动意识 ； 
4、良好的逻辑思维能力、业务解读能力和快速学习能力； 
5、对数字比较敏感，热爱数据分析工作； 
6、至少实习周期为3个月。


我们能提供：
1、福利制度：五险一金+节日福利+员工内部专享旅游优惠+免费早午餐+各式下午茶；
2、假期安排：享有国家规定的法定节假日及婚假、产假等假期；
3、员工活动：不定时各种形式的员工集体活动；
4、工作环境：交通便利及宽敞舒适的办公环境。

温馨提示：
面试前可提前了解公司的业务产品：
网站：m.linghit.com
APP：灵机妙算、顺历、八字排盘、起名解名
公众号：易起问、灵机妙算、灵机命理"
,广州,广州舜飞信息科技有限公司,舜飞科技,150-500人,2018-11-09 17:41:34,天河区,本科,移动互联网,"['广告营销', '大数据', '可视化']",全职,4837153,1-3年,10k-20k,"职位描述：

【岗位描述】
1.通过深度挖掘客户数据，发现并分析问题，并结合多元数据价值提出数据化解决方案；
2.主导数据分析工作，通过数据构建行业关键决策系统，提供业务决策建议；
3.设计数据工具，并根据数据分析结果主动推进营销产品优化迭代；
4.支持售前数据相关工作，参与解决方案项目落地实施，提供数据模型的构建与优化思路。


【任职资格】
1.本科以上学历，统计学、数学、计算机等相关专业；
2.两年以上数据分析、数据模型设计等相关工作经验，有互联网广告/精准营销行业经验者优先；
3.熟悉Hadoop/Hive/Mysql/Python等大数据相关技术；
4.熟悉数据库设计相关知识，掌握SQL、SPSS、SAS等数据分析工具；
5.工作积极主动、认真严谨，有一定的抗压能力。"
,广州,北京创数纪信息技术有限责任公司,创数纪,15-50人,2018-11-08 11:49:40,天河区,本科,"移动互联网,数据服务",['大数据'],全职,5285946,1-3年,5k-8k,"职位描述：

一、岗位职责1. 协助运营经理承接客户需求，并完成需求分析，以及相关商务手续办理；2. 与数据分析师协同根据客户需求完成分析模型搭建和实施，并完成客户需求交付；3. 与数据分析师协同进行行业通用数据分析模型的优化、推广和自动化设计；4. 协助运营经理进行行业推广方案的拟定和优化；5. 协助运营经理进行行业渠道和合作伙伴拓展。
 二、任职要求1. 统计学、工商管理、市场营销、计算机软件等相关专业本科毕业，有相关岗位经验者无此条件限制；2. 熟悉Office办公软件、了解SQL数据统计和提取方法，对市场营销和分析建模有一定的了解和兴趣者优先考虑。3. 具备优秀的持续学习能力，较强的团队协作意识，优秀的抗压能力，良好的沟通能力。4. 具备一定市场营销和数据分析经验人士优先考虑。"
"['天河城', '体育中心', '沙河']",广州,广州泉涌信息科技有限公司,泉涌信息,15-50人,2018-11-08 16:46:06,天河区,本科,移动互联网,['移动互联网'],全职,5239337,不限,10k-20k,"职位描述：

岗位职责：
（1）建立产品数据分析体系，为产品决策提供有效的数据支持；
（2）通过数据监控快速精准的发现问题，并通过深入分析与沟通，提供解决方案；
（3）处理产品相关需求，并对于常用重要需求转化成数据产品；
（4）针对产品和运营的需求，做深入的数据分析报告，分析用户行为特征，为产品优化和运营提供策略建议。

任职要求：
（1）数学、统计、计算机软件等相关专业本科或以上学历；
（2）熟悉APP数据统计方式，有用户行为分析、用户运营、产品分析等分析经验的优先；
（3）具有良好的数据敏感度和统计分析技能，熟练使用至少一种数据分析工具；熟悉Excel、SAS、SPSS、R等一种统计分析软件。
（4）优秀的团队合作精神，具有较强的沟通表达、项目管理及组织协调能力。

公司福利：
（1）保险保障：五险一金、补充医疗保险、年度体检；
（2）奖金福利：年底双薪、年终奖、每年2次调薪机会、午餐补贴；
（3）团队建设：团建、聚餐、健身卡、年度旅游、生日会、下午茶；
（4）其他福利：Mac电脑，购书福利；
（5）有薪假期：法定节假日、年假；
（6）工作时间：9:00-18:00,午休1.5h、周末双休;"
['沙河'],广州,广东鑫零售投资有限公司,鑫零售,50-150人,2018-11-12 09:31:12,天河区,大专,移动互联网,"['新零售', '电商', '数据架构']",全职,5077809,3-5年,10k-15k,"职位描述：

主要职责:
1. 负责公司业务的运营数据分析体系搭建，制定数据分析的工作流程和规范；
2. 负责数据的提取、处理及分析工作；
3. 通过数据分析结果，提供用户增长、用户活跃和营收增长等业务发展建议，为运营决策提供数据支持，并参与方案设计；
4. 针对运营问题进行深度诊断，发现业务运营、外拓营销等问题，辅助制定运营策略，提升运营效率；
5. 挖掘数据背后的市场方向、规律、短板，为业务提供决策依据；
6. 结合业务特点，探索并建立分析主题，对数据进行深度分析和挖掘，输出可读性强的分析报告；
7. 监测并洞察市场环境的变化及竞争情况，及时发现潜在机会及警示潜在风险；
8. 按时按质完成上级领导安排的工作任务。
任职资格
1. 本科以上学历（理学、统计学、数学、金融等数据挖掘专业优先），有3年以上相关数据分析、数据挖掘相关工作经验；
2. 有独立进行数据分析项目，特别是电商行业数据分析的优先考虑；
3. 具有较强的数据分析能力和严密的逻辑思维，擅于通过数据分析发现业务规律；
4. 较强的逻辑分析能力和独立思考能力，理解用户需求；充分的数据敏感度，能从海量数据表现中提炼核心结果，及时分析数据中隐含的变化和问题；能够把合理的思路成功应用于实践；
5. 具备较强的沟通能力以及工作主动性，能协调带动团队共同努力；
6. 具有较强的文字功底和报告撰写能力，表达能力强；
福利：
1、 入职购买五险一金，外加各种生日礼金、结婚礼金、宝宝礼金、节日慰问礼品等；
2、 每天工作7.5小时，双休+国家法定节假日+带薪年假5-15天+带薪病假+不定期旅游、拓展活动；
3、 高素质、专业化的工作团队，优美整洁的办公环境，融洽和谐的工作氛围为您提供良好的工作环境。
职业发展 ：数据分析师总监"
['岭南'],广州,广州微一网络科技有限公司,奢分期,50-150人,2018-11-12 10:38:27,越秀区,大专,"移动互联网,电子商务",[],实习,4426528,应届毕业生,1k-2k,"职位描述：

工作职责：1、负责市场数据的整理及分类，并确保各项分析报表的准确性和及时性；2、负责统计市场各渠道数据来源，并对这些数据与材料加以分析和使用；3、根据市场需求，提取数据，提供各类型的数据分析报告；4、通过数据统计，协助排查异常，进行归因分析；根据能力将安排以下工作：1、市场商务谈判；2、协助处理市场费用报销等；3、app推广工作；岗位要求：1、每周到岗五天（或至少保证周一至周五的“上午”都能到岗）大三学生优先；2、要求细心负责；3、excel技术好；

工作地：广州市越秀区沿江中路259号蚬建商务大厦（地铁2号线海珠广场F出口/地铁6号线北京路站A出口附近）

为什么奢分期值得你来？
1.项目靠谱：腾讯系公司，奢分期，市长都说好
2.boss和团队靠谱：团队超强，来自阿里和微信的大牛中的大牛与你共事
3.将提供与你能力匹配的薪酬，另外转正后还包括以下福利 
- 五险一金 
- macbook购置补贴 
- 餐饮补贴 
- 核心成员享有期权 
- 零食饮料全部免费提供 
- 下班交通补贴 
- 带薪年假
- 春节特别假

腾讯系公司，奢分期于 2016 年创立，获腾讯，招商银行等多家互联网巨头战略投资，通过领先的金融与信息技术，为广大消费者、特别是年轻女性提供优质、便捷的分期消费服务的电子商务运营平台。"
,广州,广州市学高教育科技有限责任公司,学高教育,15-50人,2018-10-22 09:05:01,越秀区,本科,"教育,移动互联网","['教育', '数据挖掘', 'SQLServer']",全职,5179838,3-5年,8k-15k,"职位描述：

工作职责：
1.  独立负责数据收集、整理，构建相关系统报表，并分析。
2.  设计和验证数据分析模型，结合业务需求，验证模型的有效性并不断优化。
3.  负责对业务的专题进行统计分析，形成专题分析报告。


任职资格：
1.  本科以上学历，统计、数学、计算机等相关专业。
2.  3年以上数据分析相关工作经验，熟悉数据挖掘的基本原理，熟悉数据库基本原理，熟练运用SQL和Excel。
3.  良好的数据敏感度，能从海量数据提炼核心结果，熟练独立编写商业数据分析报告，及时发现和分析其中隐含的变化和问题，给出建议。
4.  具备良好的沟通能力和团队精神，较强的学习能力，能承担一定的工作压力。"
,广州,广州小道科技有限公司,小道科技,15-50人,2018-11-12 09:49:22,番禺区,本科,"移动互联网,金融","['移动互联网', '金融', '数据挖掘', 'SQLServer', '数据处理']",实习,5208520,不限,2k-4k,"职位描述：

岗位职责
1、针对业务问题，进行数据探索，选择合适的挖掘算法，构建模型，并进行训练、评估优化。
2、根据数据挖掘相关业务场景，设计并编写数据挖掘解决方案。
3、关注数据分析和调研，根据反馈对现有业务的数据进行持续改善、优化、撰写相关的数据分析报告。
4、分析用户的特征和行为数据，挖掘不同类型用户的行为特性，为实际的业务运营提供数据支持。
5、参与产品运营项目，并且在根据数据一定程度上给予评估和建议。
任职要求
1、大学本科以上学历，统计学、计算机、数学、数据统计等相关专业优先。
2、掌握数据分许工具和技术优先，如SQL、python、SAS等。
3、熟练使用excel等常用office办公软件。
4、有较强的数据敏感度和分析能力，具备良好的团队协作能力。"
,广州,广州市高奈特网络科技有限公司,高奈特,150-500人,2018-11-09 17:52:42,荔湾区,本科,"信息安全,数据服务","['大数据', '数据挖掘']",全职,3935675,3-5年,15k-25k,"职位描述：

岗位职责：
1.根据行业、项目、客户的实际情况，提炼业务需求，梳理底层数据，完成数据的融合、清洗、分析、建模等工作，高效地解决实际问题；
2.社会治理领域的大数据探索和创新，包括数据集成、挖掘算法、产品设计和可视化展现等方向，不断提升该领域的大数据应用能力。
 
岗位要求：
1.硕士及以上学历（或本科学历+3年以上相关工作经验），统计、数学、计算机等相关专业；2.熟练掌握SQL（有Hadoop生态使用经验优先），掌握数据挖掘相关的编程语言；
3.对数据及业务有敏感度，具备优秀的数据分析或数据挖掘技能，能够设计创新而实际的分析建模方法以解决复杂的业务问题（熟悉互联网安全或公共安全业务优先）；
4.心态积极向上，乐于面对挑战；
5.有团队管理能力优先。
 
加入我们，你能享受到以下福利：1、工作时间：行政班时间，周末双休必须的；2、入职马上购买五险一金，基数按照薪资全额购买；3、生日、结婚、生子贺金送上；4、端午、中秋、生日礼品奉上，38女性朋友还有半天假；5、出差享受额外补贴，一线城市最高100/天津贴，住宿、交通公司全包；6、公司实行阶梯式绩效考核，技术层级从T1-T9，职位晋升、年终奖不再是梦。只要你想突破，我们等你来挑战；7、年度体检让你对健康情况一目了然；8、周度体育活动、月度生日会、季度拓展活动、年终年会让你不仅忙得充实，还玩得开心；
9、公司设立成长学社，讲师团队等着你的加入，一起成为金牌讲师！"
,广州,广东精点数据科技股份有限公司,精点数据,150-500人,2018-11-12 10:37:51,越秀区,本科,"移动互联网,数据服务",[],全职,5177809,1年以下,5k-8k,"职位描述：

岗位职责：
1、运营数据分析，包括用户数量、用户质量、功能使用情况、渠道质量、活动效果等分析，建立相应的分析模型体系；
2、产品功能统计，包括产品功能效果评估，产品功能点调查，建立相应的分析模型体系；
3、用户行为分析，包括用户使用习惯、功能偏好等分析，建立相应的分析模型体系；
4、结合分析结果及业务情况，评估业务指标完成进度，挖掘数据分析需求，并根据数据分析结果为各业务的改进提出合理化建议，推动及沟通可实施方案，跟进方案执行的数据效果。

岗位要求：
1、本科及以上学历，1-2年互联网数据分析经验，统计学和工商管理相关专业、数学专业优先、；
2、一年左右相关工作经验，有互联网产品分析研究经验，有运营商支撑经验优先；
3、熟悉运用常见的统计方法，包括回归、聚类、分类等数据分析方法；
4、熟悉excel、SQL、R、SPSS等常用数据分析工具；
5、具有较强的逻辑思维能力和分析判断能力，对数据敏感；
6、有一定实习经验的18年应届毕业生亦可考虑。

职位诱惑：
1、享有国家法定节假日，享有带薪年假、带薪病假；
2、五险一金、重大节日礼品、福利活动、年会等；
3、周末双休（朝九晚六，7.5小时/天）；
4、年终奖、年度调薪。"
,广州,广州市原象信息科技有限公司,广州原象,150-500人,2018-11-07 20:23:56,海珠区,本科,电子商务,"['电商', '广告营销', '电商']",全职,4423594,5-10年,15k-25k,"职位描述：

工作职责：
1. 负责部门的所有管理、规划及发展工作；2. 为公司的挑战性和全新项目提供数据分析解决方案；3. 身兼数据产品经理和项目经理推进公司内部数据产品的研发；4. 整合各种资源最大限度实现数据变现。

任职资格：
1. 本科或以上学历，理工科专业；2. 3年以上互联网/电商或广告行业数据分析经验，如有产品经理或项目经理经验为更佳；3. 2年以上10人+团队管理经验；4. 具有很强的逻辑推理、分析、文字及口头表达、沟通能力；5. 具有很强的突破及创新精神。"
"['车陂', '东圃', '棠下']",广州,广州舜飞信息科技有限公司,舜飞科技,150-500人,2018-11-09 15:10:15,天河区,本科,移动互联网,"['广告营销', 'DSP']",全职,5147634,1-3年,6k-10k,"职位描述：

岗位职责：
1. 负责腾讯广点通／今日頭條／百度／DSP 等媒体渠道广告投放，包括：投放方案，预算，日常账户管理等；
2. 负责海外进中国的品牌客户投放;
2. 负责与创意团队沟通协调，制定广告创意及素材文案；
3. 负责制作广告数据报表，分析投放效果并优化；
4. 负责市场信息搜集，把握市场动向；

岗位要求：
1. 有1-2年广告投放相关经验 
2. 工作态度认真负责，能承受较大工作压力，具备高度责任心和极强的团队合作精神；
3. 精通excel以及powerpoint，善于数据统计、分析与处理;
4. 熟悉互联网，并致力于在互联网广告行业发展；
5. 有一定的英文听说读写能力，英语可作为工作语言优先考虑;
6. 有从事媒体代理经验者优先考虑  
7. 有定期到国内外考察的机会"
['大学城'],广州,佳都新太科技股份有限公司,佳都科技,2000人以上,2018-11-12 09:04:58,番禺区,本科,移动互联网,"['大数据', '数据挖掘']",全职,4684866,3-5年,8k-15k,"职位描述：

岗位要求
1、本科及以上学历，2年以上数据建模及数据分析经验；
2、熟悉常用的数据挖掘算法、常用的分析模型；
3、熟悉常用的数据库系统及结构化查询语言；
4、有大数据分析经验、熟悉大数据处理技术（MapReduce、Spark等）、熟悉Python、Java开发者优先；
5、有智慧城市、智能交通、物联网等数据分析经验者优先。
岗位职责
1、参与大数据挖掘的需求分析；
2、负责大数据分析模型的设计，以及算法的设计、实现、评估。"
"['珠江新城', '冼村']",广州,万惠投资管理有限公司,PPmoney互联网金融平台,500-2000人,2018-11-05 13:58:49,天河区,不限,金融,"['移动互联网', '游戏', 'SPSS', 'SQL', '数据运营']",全职,5261903,5-10年,30k-60k,"职位描述：

岗位职责：
1. 负责业务数据团队的团队管理，通过数据对业务和相关产品、运营进行监控和诊断，及时发现运营问题，并提出解决方案；
2.针对某一专题进行专项深度分析，支持运营、产品、推广决策；
3. 构建业务分析的策略，参与整体数据平台的设计、开发和落地；
4. 建立客户分析体系，包括客群分析，用户生命周期分析，流失分析，挽回分析等；
5.参与产品转化、用户运营、渠道推广、活动运营效果等环节的数据分析；
6. 跨部门就业务和数据课题进行有效沟通协调，推动数据分析成果和应用落地。
7.负责数据分析部门的整体工作统筹、管理，以及团队建设、人才培养。

任职资格：
1. 统计学、计算机、数学相关专业毕业，5年以上数据分析经验，有数据团队管理经验。有互联网、金融行业数据分析，数据挖掘经验者优先；
2. 具有出色的数据敏感性和分析能力，逻辑思维能力强，商业直觉敏锐；
3. 掌握数据分析方法，能够熟练运用主流数据分析工具解决实际业务问题；
4. 有数据产品规划设计和领导推进经验者优先，有数据产品及数据分析。
5.优秀的沟通协调和团队管理能力；"
['棠下'],广州,广州博冠信息科技有限公司,网易游戏,2000人以上,2018-10-17 23:43:01,天河区,本科,游戏,[],全职,5230678,3-5年,12k-24k,"职位描述：

职位描述：
1、根据网易大神及网易CC及游戏产品业务运营的需要，进行数据的收集、筛选、建模、分析；
2、根据各业务需要建立和完善运营KPI系统的规划设计；
3、对用户特征数据、用户行为数据、付费数据进行数据挖掘、统计建模分析，并将分析结果上报；
4、协同其他部门相关人员，分析并研究游戏数据的需求，为公司游戏运营决策提供数据支持。

职位要求：
1、掌握常用统计方法（相关分析、线性和逻辑回归、决策树等），有数学建模相关项目经验；
2、杠杠的分析理论基础，精通1种以上统计分析工具软件，如SPSS、SAS；
3、良好的沟通能力，能清晰、准确的在团队成员中传达自己的想法；
4、敢于接受挑战，能够承受压力；
5、有平台产品、社区产品、大型网络游戏或语音视频客户端（如网易CC）使用经历，熟悉一款或多款网易旗下的网游者优先；
6、本科及以上学历，数学、统计学、计算机等相关专业。"
"['珠江新城', '冼村', '跑马场']",广州,广东阳光视界教育科技有限公司,阳光视界,150-500人,2018-11-06 09:32:55,天河区,大专,"移动互联网,教育","['教育', '教育']",全职,4830124,3-5年,10k-20k,"职位描述：

岗位职责：
1.梳理、分析幼教领域运营与推广的业务需求，制定常规数据报表，提升数据支持运营与推广能力；
2.通过数据分析工具，建模分析研究，及时发现业务流程中存在的问题，进行原因分析，提出解决方案；
3.整理分析营销运营指标，量化指标，搭建多维数据，分析用户来源、行为路径、转化率等运营核心数 据，挖掘数据之间的内在关系、背后的市场方向、规律、短板，为业务决策提供依据；
4.具备较强的运营数据分析能力。
 
任职资格：
1.三年以上数据分析及相关运营经验；
2.熟练使用分析软件及工具；
3.211、985院校图情学专业毕业优先；
4.有教育行业、尤其是幼教行业工作经验者优先；"
"['冼村', '珠江新城', '沙河']",广州,广州纳财电子商务有限公司,纳财/包公有财,50-150人,2018-10-29 14:09:30,天河区,本科,"移动互联网,金融","['大数据', '金融', 'SQL']",全职,4312935,不限,8k-12k,"职位描述：

岗位职责：
1、支持各业务部门数据需求；
2、协助负责运营业务相关数据数据分析，撰写和汇报分析报告；
3、协助数据分析系统的规划、设计与需求收集；
4、分析各运营业务数据短板，定期产出各类专题数据分析报告。
任职资格：
1、本科学历，统计学、数学、金融等相关专业优先；
2、1年以上的数据分析经验，对数据统计及分析工具能熟悉运用，精通SQL工具，数据EXCEL、PPT；
3、工作责任感高，条理清晰，工作细致，具较好的职业操守，能严守公司商业机密。"
['东环'],广州,广州市花序生物科技有限公司,广州花序生物科技公司,15-50人,2018-10-16 20:27:47,番禺区,大专,电子商务、移动互联网,['电商'],全职,5225566,1-3年,4k-8k,"职位描述：

数据分析专员
岗位职责：
1.对天猫、京东、有赞、小红书等平台运营流量、销售数据进行分析并持续跟踪，及时且全面掌握销售情况、市场数据变动情况等；
2.结合产品、价格、客户等各个维度进行关联分析，并针对经营情况提供有效的改善方案，为公司制定营销策略发挥指导性作用；
3.日常销售数据的釆集、汇总、统计、评估与分析，建立销售数据库；
4.负责建立运营、销售线的日、周、月、季、年度数据分析报表，形成分析模版并定期规范和优化。
任职要求：
1.男女不限，23-32岁，全日制本科及以上学历；
2.有电商项目管理经验，具备较强的洞察力和电商项目推动能力；
3.两年以上数据挖掘分析及营销应用相关工作经验，有互联网电商行业数据分析背景优先考虑；
4.对大数据挖掘预测应用较深入的理解，有大数据管理、运营分析经验优先。"
"['石牌', '林和', '体育中心']",广州,广东世纪晓教育科技有限公司,晓教育,2000人以上,2018-11-12 09:24:22,天河区,本科,教育,"['移动互联网', '教育']",全职,4999850,1-3年,6k-10k,"职位描述：

职位描述：
1. 建立全集团运营指标监控体系，形成经营分析报告支撑公司各级管理层经营决策；
2. 根据公司管理层及各业务部门的需求，处理目标数据提取及数据统计分析等工作，为业务部门提供精准的数据支撑；
3. 负责用户行为分析研究，潜在用户挖掘、用户细分、用户流失预警、用户生命周期分析、用户价值分析等相关专题研究。
任职要求：
1. 对数据敏感，具备良好的逻辑思维能力，具备良好的分析报告书写与口头沟通能力；
2. 具备较强的学习能力和抗压能力，有良好的客户服务意识、团队意识和责任意识；
有数学建模、数据挖掘项目经验者优先。

大小周工作性质"
