businessZones,city,companyFullName,companyShortName,companySize,createTime,district,education,industryField,industryLables,jobNature,positionId,workYear,salary,description
"['科技园', '南山医院', '大冲']",深圳,深圳中兴飞贷金融科技有限公司,飞贷金融科技,500-2000人,2018-11-08 14:54:27,南山区,本科,"移动互联网,金融",[],全职,5005648,3-5年,25k-50k,"职位描述：

岗位职责：
1、负责针对金融贷款客户开展各类常规性分析和专题性分析、市场营销模型的生命周期管理（建立-上线-监控-下线），并能应用分析与模型结果开展各类营销活动。主要工作包括名单策略制定、效果评估、经验总结和推广。
2、负责数字营销(Digital Marketing)，能充分利用第一方以及三方数据，应用大数据分析技术，开展有效获客。主要工作包括精准目标客群筛选、效果评估、经验总结和推广。
3、负责移动端客户线上行为分析、客户体验优化，并能应用分析与模型结果改善客户端体验、提高客户满意度与客户转换率。
任职要求：
1、本科以上学历，统计、数据、计算机等相关专业优先；
2、4年以上数据分析工作经验，熟悉金融产品客群经营、数字营销与市场营销相关知识；
3、具备大数据处理经验，熟悉至少一种关系型数据库（Oracle/Mysql/DB2），熟悉SQL；
4、熟练掌握1-2种例如R、Python等大数据分析与建模工具，具备较强的数据处理和分析能力；
5、有较强的综合分析能力、文字表达能力及沟通协调能力。"
"['深圳湾', '后海', '科技园']",深圳,万翼科技有限公司,万科,2000人以上,2018-11-12 09:46:43,南山区,本科,"生活服务,硬件","['大数据', '移动互联网', '数据挖掘']",全职,4674998,5-10年,25k-50k,"职位描述：

工作内容及职责 1、承担公司资深大数据分析师角色，负责海量数据的深度挖掘与分析，牵头开展大数据模型研发相关工作；
2、使用机器学习算法、对汇聚到大数据平台中的多源异构数据进行清洗、加工处理、统计分析、挖掘算法，构建有效且通用的数据分析模型，并协助开发实现模型到产品的转化；
3、 根据业务需求，定义数据分析及挖掘方向，对数据进行深度分析，并制作对应的数据报告；
4、数据产品建设，将策略和运营需求转化为数据产品服务，提供需求分析，协助产品经理和开发完成数据产品的建设。
5、优化现有算法，探索前沿算法和公司业务方向的数据主题模型；
  任职条件 1、统计学、应用数学、计算机相关专业本科以上学历，有数据分析工作5年以上经验；
2、熟悉Hadoop/Spark/Storm/Hive等大数据技术，熟悉Unix/Linux操作系统，熟悉掌握Shell或Perl等脚本工具，具有海量数据处理经验；熟悉各种数据可视化工具，具备基本编程能力、SQL和NoSQL数据库、Log分析；
3、善于学习新知识，新领域；优秀的分析问题，解决问题能力；有项目执行能力，有海量数据平台构架经验优先；
4、熟悉人工智能，物联网经验丰富优先，熟悉传统互联网及移动互联网行业发展优先；
5、有智慧建筑、智慧城市、平安城市等大数据分析经验优先。
6、有知名数据公司相关工作经历者优先。"
"['前海', '南头', '南油', '南头', '前海', '前海', '南头', '南油', '南油']",深圳,深圳市金证科技股份有限公司,金证股份,2000人以上,2018-11-05 09:48:16,南山区,本科,金融,"['大数据', '金融', 'SQL']",全职,3969637,3-5年,12k-20k,"职位描述：

ETL BI Developer（初中高级都招  可年后到岗）
基本要求：全日制统招本科，学信网可查，2年以上相关经验，英文读写ok
上市公司 大平台 技术大牛 

我们寻求一个充满活力和激情的个人来担任开发人员/高级开发人员的职位。一位经验丰富的IT专业人员，在应用开发生命周期环境中获得了丰富的经验，利用数据库技术开发企业级关键任务应用系统。开发人员和高级开发人员应分别拥有至少2-6年的相关经验。         岗位职责：    •与数据架构师紧密合作，用各种数据库、数据仓库、BI工具和必要的编程工具实现数据体系结构设计；    •通过提供ETL包和自动化工具来支持数据分析团队；    •与数据分析师和业务团队紧密合作，用各种数据可视化工具实现BI报告；    •开发软件以达到规定的要求；    •确保软件是按照行业标准惯例编写的；    •调查和解决错误和技术问题；    •分配的其他相关工作         专长：    •专注于应用各种ETL、BI工具和应用程序开发技术来实现数据架构师设计的数据体系结构；    •专门用各种数据可视化工具编写不同格式的报告；    •能够以脚本或高级编程语言灵活地提供自动化工具；    •了解大数据和/或人工智能技术的知识；    •超越期望和积极的结果导向；    •良好的时间管理者，正直的人；    •学习能力强，有团队合作精神；    •致力于质量，注重细节；    •能够在最低限度的监督下独立工作。         资格和经验：    •国家认可的大学本科或以上学历，数学、计算机科学或相关专业；    •至少2-6年（开发人员和高级开发人员）在数据应用方面的软件开发经验，最好是金融服务项目；      •精通至少一个公共的商业BI平台、ETL（Extract-Transform-Load）之类的工具（比如SSIS，OWB，DI，Informatica、水晶报表，Cognos，业务对象等），报告工具，等等；    •精通DB2和Oracle数据库以及相关的编程语言，如SQL、至少一种脚本语言和至少一种高级编程语言；    •良好的英语书写能力，粤语流利优先。"
"['科技园', '深圳湾', '南山医院']",深圳,深圳市网心科技有限公司,网心科技,150-500人,2018-11-09 16:40:38,南山区,本科,"移动互联网,企业服务","['大数据', '数据挖掘']",全职,4602747,3-5年,16k-32k,"职位描述：

主要职责：
1. 负责业务全方位的数据分析挖掘工作，建立业务数据体系模型
2. 结合业务需求，深入分析数据，为业务的优化和决策提供数据支持
3. 数据可视化设计，日常数据报表、报告、API的实现和运营
4. 参与自动化，智能化的数据产品建设
5. 探索和研究前沿技术，应用到团队与系统中

职位要求：
1. 有较强数据敏感度和数理逻辑思维，善于分析和解决问题
2. 熟悉Hadoop生态的整体架构和基本原理
3. 有大数据系统或产品的使用经验，包括但不限于：Spark，Impala，Hive，Azkaban等
4. 技术栈要求，包括但不限于：SQL，Python，Java，Scala等
5. 良好的沟通表达能力和团队协作能力
6. 有较强的学习能力，有钻研精神，热衷于新技术的学习和实践
7. 有海量数据处理经验，互联网大数据分析相关经验者优先"
['科技园'],深圳,腾讯科技(深圳)有限公司,腾讯,2000人以上,2018-11-09 18:31:21,南山区,硕士,"移动互联网 ,游戏","['信息安全', '支付', '数据挖掘']",全职,4608137,3-5年,25k-40k,"职位描述：


工作职责：
负责腾讯计费平台海外交易的风险场景和数据分析工作；
负责腾讯计费平台海外交易的风控策略、模型设计及开发工作。
   


工作要求：
熟悉海外在线支付场景的风险安全问题，如信用卡盗刷、欺诈等风险场景，并有3年以上实践处理和风险对抗经验；
精通数据分析、挖掘常用算法原理，熟悉SQL/python/weka等常用工具及算法包，并有工程应用经验；
良好的中英文沟通能力，具备无障碍的英文检索及信息收集能力；
熟悉互联网行业及交易系统架构，有linux、C/C++或java等后台开发背景者优先；
能独立承担风险问题的研究落地：风险分析、原因追溯、策略及模型设计、效果评估等。"
"['科技园', '大冲']",深圳,深圳虾皮信息科技有限公司,Shopee,2000人以上,2018-11-12 10:20:38,南山区,本科,电子商务,[],全职,5112961,1-3年,10k-20k,"职位描述：

岗位职责：

负责中国大陆地区卖家管理业务数据的获取、清洗、分析、挖掘及可视化
利用Salesforce创建数据报告和数据可视化看板
与各业务团队有效沟通，准确分析与把握需求，创建贴合业务需求的数据看板
有效地向各业务团队传达解决方案和分析结果，推动业务优化


岗位要求：

数学、统计、计算机软件、电子商务等相关专业本科或以上学历
较强的数据处理能力，包括但不限于使用Excel、VBA、SQL等
善于观察与学习，耐心且具有良好的沟通能力与团队协作意识
有Salesforce部署、使用经验者优先考虑"
,深圳,晨星资讯（深圳）有限公司,晨星Morningstar,500-2000人,2018-11-12 10:16:24,福田区,本科,金融,['金融'],全职,3958111,不限,5k-7k,"职位描述：

工作职责
1.使用晨星的数据收集系统，按照标准的采集流程，及时、准确、完整地收集北美和亚太地区上市公司年报、季报里财务报表科目和附注数据，建立和维护全球主要金融市场的股票数据库。2.与数据监测和技术等部门紧密协作，及时高效地解决客户提出的数据问题。3.积极发现工作中的问题（包括系统，流程，采集方法论等），提出可行性改进方案，提高系统流程效率，提升数据质量。4.通过分析相关指标了解流程和质量情况。并与技术、项目管理部门合作，持续改进。 5.参加其他数据和流程相关的项目，如行业、市场数据方法论研究，市场扩张，流程认证，新产品开发支持等。

要求
1.本科及以上学历，专业为会计、财务管理、金融相关。2.工作年限不限，可录用应届毕业生。3.有非常良好的英文读写能力，至少要求六级以上。4.良好的英文财报阅读、分析能力。5.目标导向，按任务、项目要求高质量交付工作成果6.具有ACCA/CFA/CPA资格或者在考人员为佳。"
,深圳,中腾信金融信息服务（上海）有限公司,中腾信,2000人以上,2018-10-24 11:58:58,南山区,本科,金融,['移动互联网'],全职,4918961,不限,8k-15k,"职位描述：

工作职责：
1、  负责风控反欺诈相关数据监控、数据异动发现、专题数据分析；
2、  负责风控数据拓展工作，包括外部数据引入、以及内部数据画像设计；
3、  负责风控反欺诈策略调整工作，包括策略设计、决策引擎部署开发及上线后跟进工作。
 
任职要求：
1、  本科及以上学历，数学、统计、金融、经济等相关专业优先；
2、  有金融行业数据分析、统计、建模等工作经验者优先；
3、  掌握一种以上主流的统计分析工具：SAS/SPSS/SQL/R/Python等；
4、  工作主动细致、有耐心、学习能力强，能够承受较大的工作压力；
5、  对数据敏感，具有较强文字表达能力及熟练的数据分析解读经验。
6、  善于沟通、有良好团队协作意识，能快速融入团队。"
"['前海', '南头', '科技园']",深圳,深圳派鲜科技有限公司,派鲜,150-500人,2018-10-29 10:19:27,南山区,本科,生活服务,[],全职,5100744,应届毕业生,10k-15k,"职位描述：

位职责：负责应用市场各种行为数据的数据分析，并生成相应数据展示报表。工作要求：一、基本技能要求1、熟悉C、C++语法，能看懂相关代码。2、熟练掌握HIVE SQL语言。二、通用能力1、良好的沟通能力,前后逻辑清晰。2、具有一定的产品理解能力。3、良好的团队合作意识，抗压能力强，能打好配合"
,深圳,深圳云天励飞技术有限公司,云天励飞,500-2000人,2018-11-12 14:06:48,福田区,本科,移动互联网,"['新零售', '大数据']",全职,4939942,1-3年,20k-40k,"职位描述：

岗位职责：1、 负责海量数据处理分布式平台以及数据分析系统；2、 参与数据工具、ETL程序开发工作；3、 参与大数据处理，算法实施等工作；4、 参与数据分析平台的数据开发和调优工作。任职要求：1、本科以上学历，二年以上工作经验；2、 具有丰富的数据开发经验，对数据处理、数据分析等有深刻认识和实战经验；3、 熟悉主流的大数据产品和数据分析技术并具有相关项目经验；4、 有大数据分析与数据仓库设计及开发经验；5、 熟悉主流的开源大数产品，如Spark、hadoop、Hive、HBase、Kafka等；6、 有数据挖掘、机器学习、推荐算法、人工智能、数学建模项目经验者优先。"
"['西乡', '桃源居']",深圳,深圳市爱宝惟生物科技有限公司,爱宝惟生物科技,15-50人,2018-11-09 16:39:56,宝安区,本科,"移动互联网,医疗健康","['大数据', '数据挖掘']",全职,5310782,1-3年,8k-15k,"职位描述：

岗位职责：
1、负责数据建模、分析（大数据方向，机器学习）；
2、负责Python技术的相关产品规划、需求、开发等研发工作；

任职要求：
1、熟悉python的性能特征、python的基本语法，基本数据结构
2、有一定大数据分析及人工智能经验；
3、了解熟悉Node.js语言；
4、 对医学、1型糖尿病感兴趣；
5、有能阅读英文文档并解决工作中遇到的问题的能力，逻辑思维清晰。
6、有良好的沟通能力、处理解决问题的能力、抗压能力和强烈的责任感"
['西丽'],深圳,深圳市幸福商城科技股份有限公司,幸福商城,500-2000人,2018-11-09 15:07:48,南山区,本科,"移动互联网,O2O","['大数据', '移动互联网']",全职,4891454,3-5年,18k-25k,"职位描述：

1.  根据业务部门需求和公司数据，进行数据分析，并形成数据分析报告2. 根据业务场景，独立完成数据特征提取、模型建立等工作，并利用机器学习，深度学习等算法进行数据挖掘；3. 负责同其他相关部门的沟通，及时了解其他部门对数据分析的需求工作。任职要求：1、本科以上计算机、统计学、数学等相关专业，3年以上相关工作经验；2、熟悉概率统计等相关专业知识；3、熟练使用Tableau、PowerBI等可视化分析工具4、熟悉数据库，熟悉SQL，能根据分析需求编写相对复杂的SQL语句5、掌握Python或R，可以编写程序进行相关分析6、熟悉Hadoop、Spark等大数据分析平台7、熟悉数据分析、数据挖掘及机器学习相关算法。8、具备敏锐的洞察、分析能力，有严谨客观的分析态度和良好的沟通表达能力、具备时间管理能力"
"['上梅林', '莲花北村', '笔架山']",深圳,维沃移动通信有限公司,vivo,2000人以上,2018-11-08 10:57:05,福田区,本科,移动互联网,"['大数据', 'Java']",全职,2729009,1-3年,20k-40k,"职位描述：

岗位职责：
1、负责用户数据的埋点开发
2、负责数据后台的搭建与数据提取
3、负责数据界面可视化的工作

任职要求：
1、本科或以上学历，计算机、通信电子相关专业，两年以上工作经验
2、有较强的程序代码开发能力和架构能力，扎实的Java/c基础
3、学习能力强，具有较强的沟通能力及团队合作精神，富有大胆创新精神，勇于探索、善于突破难关。
4、有安卓开发经验，perl、python脚本编写经验，web前端开发经验或熟悉hive架构使用经验者优先"
"['莲花二村', '皇岗', '岗厦']",深圳,中电科新型智慧城市研究院有限公司,中电科智慧院,150-500人,2018-10-31 13:39:49,福田区,本科,"数据服务,生活服务",[],全职,4931028,3-5年,15k-30k,"职位描述：

岗位职责：
1、从事政府/互联网文本数据、用户位置数据、行为数据、政务数据、交通数据等城市大数据的分析挖掘，并设计开发原型系统；
2、负责数据挖掘与模型构建执行；结合公司业务需求和行业趋势，为公司其他产品提供有效数据分析支持；
3、结合用户需求，负责大数据应用解决方案的提供；
4、负责大数据平台的搭建、应用部署、集成测试。

任职资格：
1、计算机相关专业，具有3年或以上数据挖掘/数据分析相关工作经验, 具有统计学、数据挖掘、机器学习知识基础；
2、熟悉机器学习、自然语言处理、文本理解、深度学习(CNN/RNN/LSTM)等相关技术；
3、熟练使用大数据统计平台或工具：Hadoop、Hive、MapReduce、Spark、Storm等；
4、熟练使用SQL、Python、R等数据分析语言与工具；
5、熟悉Hadoop大数据处理系统的开发,搭建及部署者优先；
6、有较强的书面与口头沟通表达能力，独立分析、解决问题的能力。"
"['前海', '蛇口', '南油']",深圳,深圳市迷你玩科技有限公司,迷你玩,50-150人,2018-11-09 11:24:31,南山区,大专,游戏,"['大数据', '数据挖掘']",全职,4393526,5-10年,40k-80k,"职位描述：

岗位职责：
1、带领公司的数据开发团队，负责公司基于Hadoop/Spark生态的大数据离线、实时处理平台的架构设计与开发工作；
2、对公司海量业务数据进行相应的开发、分析和挖掘，满足研发和运营等部门的业务需求和决策需求；
3、能根据业务特点选择最合适的数据挖掘算法，并做调优；
4、支持数据分析、挖掘算法平台的部署和日常运营；
5、研究数据的存储、传输，优化系统架构，不断提升系统时效性、灵活性、性能。
 
岗位要求：
1、大学本科或本科以上统计学、数学或其他相关专业；
2、熟悉常用的数据分析方法和挖掘算法，四年以上相关项目经验，以下至少一类算法有深入的应用和理解：分类，聚类，关联，协同过滤；
3、对数据有良好的敏感性，能够通过数据察觉到背后的业务变化和潜在问题，能在设计初期考虑运营的需求变化并作相应的扩展设计；
4、具有海量日志处理和分布式并行计算开发经验的优先考虑；
5、精通两种及以上数据挖掘工具（Logstash\Spark\Spark Streaming\Hadoop等），具有海量数据挖掘、分析相关项目实施经验，参加过完整的数据挖掘项目并有成功案例尤佳；
6、掌握Python\Java\PHP等任意一种开发语言；
7、具备强烈的工作责任感，喜欢钻研，态度乐观，团队意识强。"
,深圳,深圳光启超材料技术有限公司,光启集团,500-2000人,2018-11-06 10:56:51,南山区,本科,"数据服务,硬件","['地图', '视频']",全职,4500112,5-10年,15k-30k,"职位描述：

岗位职责：
1、负责大数据建模和分析、主题分析和数据可视化方案制定；
2、针对目标客户的特定领域、不同业务主题开展探索性分析建模和数据挖掘；
3、负责数据整合与分析模型的建立、优化以及跟进；
4、跟踪最新的数据分析、数据挖掘领域的技术和成果。

任职要求：
1、应用数学、统计学、计算机等专业本科以上学历，3年及以上相关工作经验。
2、具备常用机器学习、数据挖掘相关知识，会spark；
3、具备一种或多种开发语言（如ScalaPython java等）的程序和算法开发能力，掌握常用数据结构和算法；
4、有视频、地图、文本、社交等大数据分析能力；
5、有大数据分析经验者、公共安全领域工作经验者优先。
6、有良好的职业道德，具备团队合作精神和沟通能力，高度的责任心。"
"['沙嘴', '新洲']",深圳,深圳市丰宜科技有限公司,顺丰-丰e足食,2000人以上,2018-11-12 09:22:58,福田区,本科,"移动互联网,O2O",[],全职,4971732,3-5年,18k-30k,"职位描述：

工作职责
1． 根据业务或数据产品经理的需求实现对业务指标数据的采集、清洗、分析建模与计算、可视化展示，以及数据采集等支出业务的决策；
2．参与数据分析平台的选型、部署、研发及维护等工作；
3．不断完善和创新数据分析架构，不断应用和创新数据分析工具，提升各类数据分析报告质量。
任职要求：
1． 3年以上数据分析、数据挖掘研发工作经验，211本科及以上学历，数学、统计、计算机类专业优先；
2． 精通SQL/Hive，熟悉mysql使用和性能优化，熟练运用R、Python、SPSS、SAS等至少一种语言，了解Tableau、Qlik等可视化工具，熟悉sqoop/kettle/informatica等ETL工具。有Hadoop、Spark等平台的海量数据处理经验优先；
3．具备较强的数据敏感度，能结合产品团队的需求完成建模分析，熟练运用数据挖掘技术对数据进行分析处理；
4． 具备优秀的沟通协调能力和团队合作精神，自我驱动，有owner意识，交付能力强；跨团队与部门的沟通能力强，有较强的团队协作意识和能力；
5． 有互联网数据分析、零售店铺数据分析等工作经验优先。"
['新安'],深圳,北京京东世纪贸易有限公司,京东集团,2000人以上,2018-11-08 11:57:37,宝安区,本科,"电子商务,数据服务",['大数据'],全职,5094774,1-3年,20k-40k,"职位描述：

1、基于电商海量的商品及用户数据，以业务为导向，深入分析、研究数据，设计研发的算法模型，挖掘高价值的商品及用户的特征    2、负责数据预处理、特征抽取、算法实验、效果分析等算法开发工作    3、支持业务策略优化，提供业务效果迭代优化方案    
任职资格:
1、计算机相关专业，2年以上互联网行业数据分析挖掘经验2、在自然语言处理，大数据分析挖掘、机器学习相关性等相关领域具有较深的研究和专业积累3、熟悉常用算法应用开发，具备开发能力（SQL/Java/Python等），熟悉大数据开发工具（Hive/Spark/Storm/Impala)等4、有主人翁精神，善于沟通，有良好的团队合作精神，能承受高压工作5、有大型互联网公司、电商企业相关工作经验者优先6、有海量数据处理、分析挖掘经验者优先"""
"['竹子林', '香蜜湖']",深圳,印力商用置业有限公司,万科商业地产平台总部,500-2000人,2018-10-22 15:27:55,福田区,本科,"数据服务,电子商务","['新零售', '大数据', '数据挖掘']",全职,5243885,3-5年,16k-32k,"职位描述：

岗位职责：
1、 负责海量数据处理分布式平台以及数据分析系统；
2、 参与数据工具、ETL程序开发工作；
3、 参与大数据处理，算法实施等工作；
4、 参与数据分析平台的数据开发和调优工作。

岗位要求：
1、本科以上学历，三年以上工作经验；
2、 具有丰富的数据开发经验，对数据处理、数据分析等有深刻认识和实战经验；
3、 熟悉主流的大数据产品和数据分析技术并具有相关项目经验；
4、 有大数据分析与数据仓库设计及开发经验；
5、 熟悉主流的开源大数产品，如Spark、hadoop、Hive、HBase、Kafka等；
6、 有数据挖掘、机器学习、推荐算法、人工智能、数学建模项目经验者优先。"
"['前海', '南头', '科技园']",深圳,腾讯科技(深圳)有限公司,腾讯,2000人以上,2018-11-05 14:24:16,南山区,本科,"移动互联网 ,游戏",[],全职,5250466,3-5年,20k-40k,"职位描述：

岗位职责:
• 结合前沿的研究成果，对QQ社交网络进行挖掘和研究，包括网络结构、群体/个体行为、信息传播等方面，为产品方向和建模落地提供指导；• 用机器学习、文本挖掘等技术，对结构化和非结构化数据进行挖掘，发现其潜在关系，指导QQ大数据应用落地。
岗位要求:
• 数学、统计、计算机等相关专业硕士及以上学历，三年以上互联网数据挖掘和应用相关工作经验；• 对机器学习、数据挖掘、自然语言处理等有较好的理论基础或实践经验• 良好的团队合作精神，较强的沟通能力，很强的自我驱动力"
"['科技园', '南头']",深圳,腾讯科技(深圳)有限公司,腾讯,2000人以上,2018-10-19 16:22:39,南山区,本科,"移动互联网 ,游戏","['游戏', '交互设计', '产品设计', '产品策划', '需求分析']",全职,5238602,不限,20k-40k,"职位描述：

工作职责：
负责腾讯游戏iData数据分析BI产品化工作；
保持腾讯游戏数据分析产品的业界领先优势；
并能够带领该产品实现ToB的商业化能力。
任职要求：
1、负责腾讯游戏数据分析产品iData的规划与设计，综合考虑业务战略及目标、及用户的需求， 制定产品线roadmap，扩展平台服务能力；
2、负责产品需求分析和PRD方案，主导UED、开发、测试到上线的项目管理全过程，协同内外部资源完成产品目标；
3、负责产品运营和商业化的方案、规划以及落地的全流程工作。构建和维护起长期、稳定和优质用户关系。
4、负责产品的品牌以及影响力构建，实现提升产品品牌在公司内外以及业界的影响力。

岗位要求：
1、5年以上数据分析类产品的经验。必须成功主导过优秀的BI的产品。 具备熟练了解和使用行业的BI产品的经验。例如：EXCEL\SPSS\R\Tableau\FineBI 等
2、具备优秀的数据分析BI的产品开发、运营以及商业化经验。在金融、银行以及数据咨询公司中从事过数据分析、决策到运营干预的项目的经验者优先。
3、熟悉IT行业，热爱互联网，具有好奇心、创新思维、战略大局观、逻辑分析能力；对新事物保持强烈的好奇心，对体验有极致的追求；
3、对数据敏感，了解用户需求，有敏锐的洞察力和快速学习能力；
4、具有良好的沟通能力，团队协作能力，有海外发行能力及良好的英语沟通能力更佳。
5、良好的商业嗅觉和数据敏感度，丰富的数据分析经验，能从数据提炼核心结果。"
"['科技园', '前海', '南头']",深圳,腾讯科技(深圳)有限公司,腾讯,2000人以上,2018-11-05 14:24:12,南山区,本科,"移动互联网 ,游戏",['大数据'],全职,4030735,3-5年,15k-30k,"职位描述：

岗位要求
1.三年以上互联网数据分析/数据挖掘相关经验，有推荐算法经验优先

2. 熟练运用SQL等数据分析工具及语言，有清晰的思路和数据建模方法论

3.对数据敏感，有出色的数据分析、总结归纳能力，逻辑清楚，思维缜密

4.优秀的沟通协调能力、思考能力和学习能力，有良好的团队合作精神

5.了解AI相关技术框架、算法及相关应用场景者优先

岗位职责
1.负责腾讯觅影的数据分析相关工作

2.负责搭建数据系统，建立数据分析模型、数据仓库

3.结合业务数据进行数据分析，定期输出数据挖掘专题项目

4.检测AI模型准确率，帮助优化平台和提升效率"
"['科技园', '前海', '南头']",深圳,腾讯科技(深圳)有限公司,腾讯,2000人以上,2018-11-05 14:24:13,南山区,本科,"移动互联网 ,游戏",[],全职,5222607,3-5年,15k-25k,"职位描述：

工作职责，支持浏览器资讯业务增长1. 梳理分析主要业务数据，从运营角度挖掘业务机会，并支持整体业务策略制定2. 梳理指标并建设数据、用户管理系统，为团队更准确和敏捷掌握用户分群、业务行为指标波动、事项效果提供支持3. 支持并驱动运营对相应策略分析进行产品和运营优化人员素质要求1. 较强的数据分析能力，熟练使用相关数据分析工具，有过策略分析等业务应用优先2. 对互联网产品的数据体系、用户分群、用户漏斗行为等有分析经验3. 具备根据业务需求，梳理指标、搭建数据体系并建设对应系统支持的能力4. 有内容生产、分发行业的全链条数据理解经验优先5. 熟悉互联网产品，有相关行业经验者优先"
"['科技园', '前海', '南头']",深圳,腾讯科技(深圳)有限公司,腾讯,2000人以上,2018-11-05 14:24:20,南山区,本科,"移动互联网 ,游戏",[],全职,5276304,3-5年,15k-25k,"职位描述：

岗位职责:
梳理分析主要业务数据，从运营角度挖掘业务机会，并支持整体业务策略制定梳理指标并建设数据、用户管理系统，为团队更准确和敏捷掌握用户分群、业务行为指标波动、事项效果提供支持支持并驱动运营对相应策略分析进行产品和运营优化
岗位要求:
较强的数据分析能力，熟练使用相关数据分析工具，有过策略分析等业务应用优先对互联网产品的数据体系、用户分群、用户漏斗行为等有分析经验具备根据业务需求，梳理指标、搭建数据体系并建设对应系统支持的能力有内容生产、分发行业的全链条数据理解经验优先熟悉互联网产品，有相关行业经验者优先"
"['南油', '后海', '科技园']",深圳,腾讯科技(深圳)有限公司,腾讯,2000人以上,2018-11-08 10:59:06,南山区,本科,"移动互联网 ,游戏",[],全职,4870767,1-3年,18k-36k,"职位描述：

'负责针对特定的广告行业需求，基于大规模用户数据，对用户兴趣、偏好进行数据挖掘和分析；
负责分析挖掘广告主感兴趣的人群，协助广告主在广点通系统中进行广告定向投放；
负责通过数据分析追踪广告投放效果，推动特定广告行业的效果优化。

良好的统计分析基础，熟练掌握数据分析的体系流程与方法，较高的数据敏感性，熟悉常用的机器学习、数据挖掘算法；
熟练掌握SQL，熟悉(Python/R)等语言及相关库包，熟悉 Hadoop || Spark 等分布式计算和存储平台；
参与过完整的数据采集、清洗、数据整理、指标设计、数据分析和输出报告者优先；
优秀的逻辑思维能力，沟通表达能力，方案输出与展示能力；
善于沟通，工作积极主动，责任心强，具备良好的团队协作能力；
有广告相关背景优先；"
"['科技园', '大冲']",深圳,北京通力互联技术服务有限公司,通力互联,2000人以上,2018-11-08 15:04:49,南山区,本科,"电子商务,企业服务",['大数据'],全职,4595405,1-3年,10k-15k,"职位描述：

岗位职责：
1）通过数据驱动业务为目标，为管理层和业务层提供决策支持；
2）根据业务部门的客户上线情况、消耗完成等数据指标进行整合汇总、综合分析，建立相应数据分析报表，按时向上司汇报，提供准确的分析报告；
3）参与业务部门临时数据分析需求的调研、分析，及时发现业务开展过程中出现的问题，为业务发展提供改进建议及决策支持；
4）熟悉公司运作，对各部门的数据统计分析工作给予支持配合，协调开展与业务相关的工作事项；
5）完整统计数据，按时更新，建立数据库，并挖掘利用，提交工作相关计划、总结。

岗位要求：
1）具有数理统计，经济学，数据库原理以及相关知识，统计、数学、计算机、财务等相关专业，大学本科及以上学历优先考虑；
2）2年以上数据分析工作经验；
3）有数据体系建设经验；
4）熟练使用Excel等办公工具，了解常用数据挖掘方法和模型；
5）熟练使用SPSS、QUANVERT、SAS等统计软件，熟悉CRM系统各报表数据整合；
6）能适应高强度的工作节奏，勇于面对工作中的压力与挑战；
7）良好的语言表达沟通能力、良好的人际关系处理能力和跨部门沟通协调能力；
8）熟悉R语言或者Python（必要条件）

衡量标准：
1）数据分析报告准确性，完整性；
2）业务运作数据统计分析，问题发现及解决分析；
3）定期总结分析报告；
4）积极主动性、跨部门沟通协调能力、执行力。"
"['白石洲', '大冲', '科技园']",深圳,中腾信金融信息服务（上海）有限公司,中腾信,2000人以上,2018-11-06 13:56:00,南山区,本科,金融,['金融'],全职,3867159,1-3年,7k-14k,"职位描述：

岗位职责：
1、熟悉互联网金融日常业务，负责业务数据的收集、整理及分析工作（含运营、推广、营销等各方面数据），定期输出数据分析报告；
2、通过数据库、统计分析软件，对各类业务数据进行清洗、处理、分析和可视化呈现；负责日常运营数据的统计与整理，完成每日运营报表；
3、监控渠道投放效能与客群质量，协助商务优化前端投放策略，提升渠道ROI；
4、跟进线上线下报表的自动化部署，参与前期项目埋点、KPI指标建立和日常监控体系的搭建；
5、跟进营销活动，制定测试方案以及数据统计方案，拉取活动数据，协助营销进行活动效果分析；
6、对业务运营给予支持，通过数据分析定位业务发展的问题，挖掘业务发展潜力，并针对性的提出策略优化上的建议；
7、领导交办的其他工作。
 
任职要求：
1、男女不限，本科及以上学历，统计学、应用数学、计算机、金融等相关专业优先；
2、1年以上互联网金融行业从业经验者优先 ;
3、熟悉EXCEL / SQL / SAS / R语言 /SPSS任一种数据统计分析软件者优先；
4、对数据敏感，具备较高水平的信息整合、文字加工能力；具备较强的学习能力及理解能力；
5、优秀的团队合作精神，具有较强沟通表达、项目管理及组织协调能力；
6、熟练应用相关数据分析方法和工具，熟练应用常用office办公软件。"
